high_season,min_diff,delay_15,period_day
0,-2,0,afternoon
0,-2,0,afternoon
0,-5,0,afternoon
0,14,0,afternoon
0,-2,0,afternoon
0,-6,0,afternoon
0,-3,0,afternoon
0,78,1,afternoon
0,7,0,afternoon
0,12,0,morning
0,3,0,morning
0,8,0,morning
0,40,1,morning
0,13,0,afternoon
0,-3,0,afternoon
0,0,0,afternoon
0,0,0,afternoon
0,4,0,afternoon
0,-2,0,afternoon
0,-1,0,afternoon
0,7,0,afternoon
0,18,1,afternoon
0,-6,0,afternoon
0,-4,0,afternoon
0,25,1,afternoon
0,-5,0,afternoon
0,1,0,afternoon
0,-2,0,afternoon
0,-2,0,afternoon
0,-4,0,afternoon
0,-2,0,afternoon
0,-2,0,afternoon
0,3,0,afternoon
0,10,0,afternoon
0,26,1,afternoon
0,64,1,afternoon
0,5,0,afternoon
0,-2,0,afternoon
0,-2,0,afternoon
0,3,0,afternoon
0,-5,0,afternoon
0,-6,0,afternoon
0,161,1,afternoon
0,0,0,afternoon
0,-6,0,afternoon
0,7,0,afternoon
0,-4,0,afternoon
0,7,0,afternoon
0,0,0,afternoon
0,-2,0,afternoon
0,22,1,afternoon
0,64,1,night
0,-4,0,night
0,-1,0,night
0,-4,0,night
0,8,0,night
0,-2,0,night
0,-1,0,night
0,30,1,night
0,-7,0,night
0,3,0,night
0,-8,0,night
0,23,1,night
0,-1,0,morning
0,9,0,morning
0,-3,0,morning
0,-3,0,morning
0,8,0,morning
0,1,0,morning
0,-3,0,morning
0,-5,0,morning
0,2,0,morning
0,-3,0,morning
0,0,0,morning
0,7,0,morning
0,-3,0,morning
0,-2,0,morning
0,9,0,morning
0,-3,0,morning
0,-3,0,morning
0,3,0,morning
0,-1,0,morning
0,-3,0,morning
0,-3,0,morning
0,26,1,morning
0,-1,0,morning
0,0,0,morning
0,-6,0,morning
0,4,0,morning
0,6,0,morning
0,-5,0,morning
0,0,0,morning
0,0,0,morning
0,-2,0,afternoon
0,-4,0,afternoon
0,-3,0,morning
0,0,0,morning
0,10,0,morning
0,4,0,morning
0,3,0,morning
0,-3,0,morning
0,-3,0,morning
0,0,0,morning
0,-3,0,morning
0,1,0,morning
0,7,0,morning
0,0,0,morning
0,2,0,morning
0,10,0,morning
0,-1,0,morning
0,-3,0,morning
0,-1,0,morning
0,-2,0,morning
0,33,1,morning
0,67,1,morning
0,-2,0,morning
0,0,0,morning
0,-1,0,morning
0,-3,0,morning
0,0,0,afternoon
0,-3,0,afternoon
0,1,0,afternoon
0,-4,0,afternoon
0,3,0,afternoon
0,8,0,afternoon
0,3,0,afternoon
0,7,0,afternoon
0,-2,0,afternoon
0,1,0,afternoon
0,31,1,afternoon
0,0,0,afternoon
0,15,0,afternoon
0,-2,0,afternoon
0,-1,0,afternoon
0,2,0,afternoon
0,4,0,afternoon
0,-2,0,afternoon
0,2,0,afternoon
0,1,0,afternoon
0,3,0,afternoon
0,14,0,afternoon
0,90,1,afternoon
0,23,1,afternoon
0,11,0,afternoon
0,-2,0,afternoon
0,0,0,afternoon
0,0,0,afternoon
0,3,0,afternoon
0,-7,0,afternoon
0,-5,0,afternoon
0,0,0,afternoon
0,-2,0,afternoon
0,44,1,afternoon
0,5,0,afternoon
0,3,0,afternoon
0,-6,0,afternoon
0,-6,0,afternoon
0,-3,0,afternoon
0,8,0,afternoon
0,-3,0,afternoon
0,10,0,afternoon
0,27,1,afternoon
0,1,0,afternoon
0,-1,0,afternoon
0,107,1,afternoon
0,-6,0,afternoon
0,-1,0,afternoon
0,6,0,afternoon
0,-3,0,afternoon
0,-1,0,afternoon
0,14,0,afternoon
0,-1,0,afternoon
0,-6,0,afternoon
0,1,0,afternoon
0,140,1,afternoon
0,1,0,afternoon
0,-1,0,afternoon
0,27,1,afternoon
0,1,0,morning
0,2,0,morning
0,1,0,morning
0,-2,0,morning
0,-1,0,morning
0,0,0,morning
0,1,0,morning
0,-6,0,morning
0,-6,0,morning
0,-6,0,morning
0,-3,0,morning
0,6,0,morning
0,-1,0,morning
0,-2,0,morning
0,37,1,morning
0,0,0,morning
0,-3,0,morning
0,-2,0,morning
0,1,0,morning
0,-2,0,morning
0,1,0,morning
0,1,0,morning
0,-4,0,morning
0,30,1,morning
0,-1,0,morning
0,-1,0,morning
0,-4,0,morning
0,1,0,morning
0,9,0,morning
0,-2,0,morning
0,9,0,afternoon
0,0,0,morning
0,10,0,morning
0,10,0,morning
0,1,0,morning
0,-4,0,morning
0,6,0,morning
0,-6,0,morning
0,-9,0,morning
0,15,0,morning
0,8,0,morning
0,3,0,morning
0,11,0,morning
0,33,1,morning
0,-3,0,morning
0,16,1,morning
0,2,0,morning
0,5,0,morning
0,3,0,morning
0,5,0,morning
0,9,0,morning
0,10,0,morning
0,54,1,morning
0,16,1,morning
0,-1,0,morning
0,0,0,morning
0,4,0,morning
0,-2,0,morning
0,-4,0,morning
0,-2,0,night
0,-2,0,night
0,0,0,night
0,-3,0,night
0,-2,0,night
0,1,0,night
0,8,0,night
0,6,0,night
0,1,0,night
0,17,1,night
0,5,0,night
0,-4,0,night
0,-3,0,night
0,7,0,night
0,0,0,night
0,0,0,night
0,6,0,night
0,-2,0,night
0,29,1,night
0,3,0,night
0,-3,0,night
0,-2,0,night
0,22,1,night
0,3,0,night
0,-2,0,afternoon
0,21,1,afternoon
0,4,0,afternoon
0,5,0,afternoon
0,-3,0,afternoon
0,108,1,afternoon
0,-2,0,night
0,0,0,night
0,-5,0,night
0,-1,0,night
0,73,1,night
0,-1,0,night
0,0,0,night
0,-3,0,night
0,60,1,night
0,87,1,night
0,-2,0,morning
0,5,0,morning
0,-5,0,morning
0,-6,0,morning
0,-1,0,morning
0,-2,0,morning
0,-3,0,morning
0,-2,0,morning
0,-4,0,morning
0,-3,0,morning
0,-1,0,morning
0,-1,0,morning
0,8,0,morning
0,-2,0,morning
0,-2,0,morning
0,2,0,morning
0,-3,0,morning
0,-3,0,morning
0,3,0,morning
0,-4,0,morning
0,-1,0,morning
0,-4,0,morning
0,-4,0,morning
0,17,1,morning
0,-2,0,morning
0,-2,0,morning
0,1,0,morning
0,-3,0,morning
0,1,0,morning
0,-4,0,morning
0,-2,0,afternoon
0,3,0,afternoon
0,6,0,afternoon
0,0,0,afternoon
0,58,1,afternoon
0,-5,0,afternoon
0,4,0,afternoon
0,46,1,afternoon
0,-1,0,afternoon
0,-7,0,afternoon
0,-1,0,afternoon
0,-2,0,afternoon
0,3,0,afternoon
0,3,0,afternoon
0,15,0,afternoon
0,5,0,afternoon
0,2,0,afternoon
0,-1,0,afternoon
0,45,1,night
0,0,0,night
0,3,0,night
0,3,0,night
0,-3,0,night
0,-1,0,night
0,0,0,night
0,0,0,night
0,-3,0,night
0,-5,0,night
0,9,0,night
0,-4,0,night
0,-5,0,night
0,-4,0,night
0,-2,0,night
0,-2,0,night
0,22,1,night
0,-6,0,night
0,0,0,night
0,14,0,night
0,2,0,night
0,-1,0,night
0,-1,0,night
0,60,1,night
0,1,0,night
0,1,0,afternoon
0,8,0,afternoon
0,6,0,afternoon
0,4,0,night
0,-1,0,morning
0,2,0,morning
0,3,0,morning
0,-1,0,morning
0,-7,0,morning
0,-4,0,morning
0,1,0,morning
0,-5,0,morning
0,-4,0,morning
0,-3,0,morning
0,-6,0,morning
0,-9,0,morning
0,3,0,morning
0,-1,0,morning
0,-4,0,morning
0,-3,0,morning
0,-4,0,morning
0,-3,0,morning
0,-6,0,morning
0,-7,0,morning
0,-5,0,morning
0,-2,0,morning
0,-1,0,morning
0,-2,0,morning
0,-5,0,morning
0,-8,0,morning
0,2,0,morning
0,0,0,night
0,-3,0,night
0,0,0,afternoon
0,27,1,afternoon
0,-4,0,afternoon
0,0,0,afternoon
0,-2,0,afternoon
0,3,0,afternoon
0,8,0,afternoon
0,-5,0,afternoon
0,-2,0,afternoon
0,35,1,afternoon
0,-4,0,afternoon
0,-3,0,afternoon
0,6,0,afternoon
0,-6,0,afternoon
0,1,0,afternoon
0,-3,0,afternoon
0,-4,0,afternoon
0,0,0,afternoon
0,-1,0,afternoon
0,-6,0,afternoon
0,-4,0,afternoon
0,14,0,afternoon
0,11,0,afternoon
0,10,0,afternoon
0,-2,0,afternoon
0,-7,0,afternoon
0,-1,0,afternoon
0,-12,0,afternoon
0,2,0,afternoon
0,-1,0,afternoon
0,0,0,afternoon
0,14,0,afternoon
0,-1,0,afternoon
0,0,0,afternoon
0,1,0,afternoon
0,0,0,afternoon
0,5,0,afternoon
0,-8,0,afternoon
0,11,0,afternoon
0,4,0,afternoon
0,-3,0,afternoon
0,1,0,afternoon
0,6,0,afternoon
0,1,0,afternoon
0,-1,0,afternoon
0,1,0,afternoon
0,10,0,afternoon
0,-7,0,afternoon
0,-4,0,afternoon
0,-4,0,afternoon
0,-4,0,afternoon
0,-4,0,afternoon
0,-2,0,afternoon
0,-1,0,afternoon
0,17,1,morning
0,40,1,afternoon
0,4,0,afternoon
0,1,0,afternoon
0,-1,0,afternoon
0,15,0,afternoon
0,0,0,afternoon
0,30,1,afternoon
0,37,1,afternoon
0,-1,0,afternoon
0,2,0,afternoon
0,-3,0,afternoon
0,-3,0,afternoon
0,4,0,afternoon
0,-5,0,afternoon
0,6,0,afternoon
0,16,1,afternoon
0,19,1,afternoon
0,30,1,afternoon
0,23,1,afternoon
0,17,1,afternoon
0,12,0,afternoon
0,5,0,afternoon
0,3,0,afternoon
0,-3,0,afternoon
0,-1,0,morning
0,7,0,night
0,12,0,morning
0,-1,0,morning
0,-3,0,morning
0,2,0,morning
0,-4,0,morning
0,3,0,night
0,-2,0,morning
0,0,0,morning
0,-2,0,morning
0,-2,0,morning
0,3,0,morning
0,19,1,night
0,0,0,morning
0,-1,0,morning
0,3,0,morning
0,-5,0,morning
0,0,0,morning
0,5,0,night
0,0,0,morning
0,-7,0,morning
0,-2,0,morning
0,-5,0,morning
0,8,0,morning
0,4,0,night
0,0,0,afternoon
0,9,0,afternoon
0,-3,0,afternoon
0,-2,0,afternoon
0,0,0,afternoon
0,-4,0,afternoon
0,1,0,afternoon
0,12,0,afternoon
0,-5,0,afternoon
0,-3,0,afternoon
0,19,1,afternoon
0,6,0,afternoon
0,14,0,afternoon
0,4,0,afternoon
0,-8,0,afternoon
0,2,0,afternoon
0,-2,0,afternoon
0,-1,0,afternoon
0,-3,0,afternoon
0,-2,0,afternoon
0,3,0,afternoon
0,-4,0,afternoon
0,-2,0,afternoon
0,3,0,afternoon
0,2,0,afternoon
0,-4,0,afternoon
0,-5,0,afternoon
0,-2,0,afternoon
0,-2,0,afternoon
0,20,1,afternoon
0,-3,0,morning
0,-6,0,morning
0,5,0,morning
0,-7,0,morning
0,1,0,morning
0,15,0,morning
0,7,0,morning
0,13,0,morning
0,-4,0,morning
0,-8,0,morning
0,4,0,morning
0,7,0,morning
0,-1,0,morning
0,5,0,morning
0,1,0,morning
0,2,0,morning
0,3,0,morning
0,-5,0,morning
0,3,0,morning
0,-8,0,morning
0,0,0,morning
0,2,0,morning
0,7,0,morning
0,-1,0,morning
0,-1,0,morning
0,-1,0,morning
0,-3,0,morning
0,7,0,morning
0,0,0,morning
0,3,0,morning
0,29,1,morning
0,-5,0,morning
0,3,0,night
0,28,1,night
0,0,0,morning
0,4,0,morning
0,3,0,morning
0,2,0,morning
0,0,0,morning
0,0,0,morning
0,0,0,morning
0,0,0,morning
0,-2,0,afternoon
0,4,0,morning
0,-4,0,afternoon
0,6,0,afternoon
0,-1,0,morning
0,2,0,afternoon
0,-3,0,afternoon
0,24,1,afternoon
0,22,1,night
0,-3,0,night
0,-3,0,night
0,12,0,night
0,4,0,night
0,7,0,night
0,3,0,night
0,-3,0,night
0,3,0,night
0,1,0,afternoon
0,3,0,night
0,16,1,morning
0,109,1,morning
0,-2,0,afternoon
0,-2,0,afternoon
0,-5,0,morning
0,-5,0,morning
0,7,0,afternoon
0,0,0,afternoon
0,-2,0,morning
0,1,0,morning
0,6,0,afternoon
0,9,0,afternoon
0,-3,0,morning
0,-2,0,morning
0,-2,0,afternoon
0,46,1,afternoon
0,-2,0,morning
0,0,0,morning
0,-1,0,morning
0,2,0,night
0,2,0,night
0,0,0,night
0,1,0,night
0,13,0,night
0,4,0,afternoon
0,2,0,night
0,7,0,night
0,2,0,night
0,7,0,night
0,23,1,night
0,6,0,night
0,0,0,afternoon
0,-2,0,afternoon
0,5,0,afternoon
0,1,0,morning
0,110,1,night
0,0,0,night
0,-1,0,night
0,3,0,night
0,3,0,night
0,16,1,night
0,0,0,night
0,14,0,night
0,2,0,night
0,31,1,night
0,-3,0,night
0,1,0,night
0,-1,0,night
0,11,0,night
0,0,0,night
0,20,1,night
0,-3,0,night
0,3,0,night
0,7,0,morning
0,-2,0,morning
0,4,0,morning
0,8,0,morning
0,1,0,morning
0,6,0,morning
0,1,0,morning
0,9,0,morning
0,3,0,morning
0,16,1,morning
0,2,0,morning
0,11,0,morning
0,0,0,morning
0,0,0,morning
0,2,0,morning
0,0,0,morning
0,6,0,morning
0,-2,0,morning
0,2,0,morning
0,2,0,morning
0,7,0,morning
0,0,0,morning
0,13,0,morning
0,7,0,morning
0,4,0,morning
0,-1,0,morning
0,3,0,morning
0,0,0,morning
0,106,1,morning
0,-3,0,morning
0,8,0,afternoon
0,1,0,afternoon
0,2,0,afternoon
0,0,0,afternoon
0,1,0,afternoon
0,3,0,afternoon
0,0,0,afternoon
0,2,0,afternoon
0,-1,0,afternoon
0,3,0,afternoon
0,0,0,afternoon
0,9,0,afternoon
0,5,0,afternoon
0,2,0,afternoon
0,-1,0,afternoon
0,6,0,afternoon
0,3,0,afternoon
0,2,0,afternoon
0,4,0,afternoon
0,9,0,afternoon
0,5,0,night
0,3,0,morning
0,4,0,morning
0,6,0,morning
0,-2,0,morning
0,1,0,night
0,4,0,morning
0,2,0,morning
0,-1,0,morning
0,-5,0,morning
0,1,0,morning
0,0,0,morning
0,1,0,night
0,1,0,morning
0,1,0,morning
0,-4,0,morning
0,8,0,morning
0,9,0,morning
0,3,0,morning
0,0,0,morning
0,1,0,morning
0,7,0,morning
0,1,0,morning
0,7,0,morning
0,-2,0,morning
0,1,0,afternoon
0,51,1,afternoon
0,-2,0,morning
0,0,0,morning
0,2,0,morning
0,3,0,morning
0,4,0,afternoon
0,4,0,afternoon
0,14,0,morning
0,2,0,morning
0,1,0,morning
0,-8,0,afternoon
0,3,0,afternoon
0,-1,0,morning
0,-4,0,morning
0,2,0,afternoon
0,6,0,afternoon
0,3,0,morning
0,2,0,morning
0,-1,0,morning
0,4,0,morning
0,-4,0,morning
0,9,0,morning
0,1,0,morning
0,-2,0,morning
0,7,0,morning
0,-4,0,morning
0,1,0,morning
0,2,0,morning
0,5,0,morning
0,10,0,morning
0,-1,0,morning
0,6,0,morning
0,24,1,morning
0,0,0,morning
0,1,0,morning
0,3,0,morning
0,-2,0,morning
0,0,0,morning
0,1,0,morning
0,7,0,morning
0,18,1,morning
0,2,0,morning
0,-1,0,morning
0,2,0,morning
0,-1,0,morning
0,0,0,morning
0,-2,0,morning
0,1,0,morning
0,-3,0,morning
0,4,0,morning
0,13,0,morning
0,3,0,morning
0,0,0,morning
0,-4,0,morning
0,5,0,morning
0,2,0,morning
0,24,1,morning
0,-3,0,morning
0,24,1,afternoon
0,-1,0,afternoon
0,1,0,afternoon
0,4,0,afternoon
0,-1,0,afternoon
0,6,0,afternoon
0,14,0,afternoon
0,9,0,afternoon
0,-3,0,morning
0,-2,0,afternoon
0,82,1,morning
0,5,0,afternoon
0,-5,0,morning
0,19,1,afternoon
0,6,0,afternoon
0,13,0,morning
0,-1,0,afternoon
0,12,0,afternoon
0,-1,0,morning
0,-5,0,afternoon
0,2,0,morning
0,-2,0,afternoon
0,5,0,afternoon
0,5,0,morning
0,6,0,afternoon
0,-2,0,morning
0,4,0,afternoon
0,-1,0,afternoon
0,3,0,morning
0,0,0,afternoon
0,12,0,morning
0,-2,0,afternoon
0,-3,0,afternoon
0,0,0,morning
0,-1,0,afternoon
0,5,0,afternoon
0,3,0,afternoon
0,-3,0,afternoon
0,-1,0,afternoon
0,-2,0,afternoon
0,-1,0,afternoon
0,0,0,afternoon
0,0,0,afternoon
0,12,0,afternoon
0,1,0,afternoon
0,1,0,afternoon
0,0,0,afternoon
0,1,0,afternoon
0,2,0,afternoon
0,-4,0,afternoon
0,-2,0,afternoon
0,-2,0,afternoon
0,0,0,afternoon
0,-2,0,afternoon
0,0,0,afternoon
0,-1,0,afternoon
0,3,0,afternoon
0,-5,0,afternoon
0,9,0,afternoon
0,5,0,afternoon
0,5,0,afternoon
0,-1,0,afternoon
0,0,0,afternoon
0,-3,0,afternoon
0,-1,0,afternoon
0,7,0,afternoon
0,0,0,afternoon
0,-5,0,afternoon
0,2,0,afternoon
0,4,0,afternoon
0,-2,0,afternoon
0,-1,0,afternoon
0,27,1,afternoon
0,-1,0,afternoon
0,-2,0,afternoon
0,-5,0,afternoon
0,6,0,afternoon
0,11,0,afternoon
0,3,0,afternoon
0,9,0,afternoon
0,7,0,afternoon
0,-3,0,afternoon
0,3,0,night
0,-1,0,night
0,-3,0,night
0,1,0,night
0,1,0,night
0,1,0,night
0,0,0,night
0,2,0,night
0,2,0,night
0,1,0,night
0,2,0,night
0,3,0,night
0,3,0,morning
0,-2,0,morning
0,-1,0,morning
0,7,0,morning
0,2,0,morning
0,0,0,morning
0,-3,0,morning
0,1,0,morning
0,-2,0,morning
0,-1,0,morning
0,-2,0,morning
0,-1,0,morning
0,7,0,morning
0,2,0,morning
0,5,0,morning
0,1,0,morning
0,-11,0,morning
0,5,0,morning
0,0,0,afternoon
0,0,0,afternoon
0,-5,0,afternoon
0,4,0,afternoon
0,-1,0,afternoon
0,2,0,afternoon
0,1,0,afternoon
0,-3,0,afternoon
0,0,0,afternoon
0,-1,0,afternoon
0,3,0,afternoon
0,14,0,afternoon
0,2,0,morning
0,3,0,morning
0,17,1,morning
0,18,1,morning
0,3,0,morning
0,2,0,morning
0,-6,0,morning
0,-1,0,morning
0,5,0,morning
0,0,0,morning
0,1,0,morning
0,0,0,morning
0,-2,0,morning
0,3,0,morning
0,0,0,morning
0,-1,0,morning
0,-1,0,morning
0,-1,0,morning
0,0,0,morning
0,-1,0,morning
0,-2,0,morning
0,-2,0,morning
0,-1,0,morning
0,2,0,morning
0,-4,0,morning
0,1,0,morning
0,4,0,morning
0,8,0,morning
0,5,0,afternoon
0,1,0,afternoon
0,5,0,afternoon
0,4,0,afternoon
0,8,0,afternoon
0,9,0,afternoon
0,0,0,afternoon
0,2,0,afternoon
0,1,0,afternoon
0,0,0,afternoon
0,-1,0,morning
0,0,0,afternoon
0,7,0,afternoon
0,4,0,afternoon
0,-1,0,afternoon
0,3,0,afternoon
0,-7,0,afternoon
0,21,1,afternoon
0,2,0,afternoon
0,9,0,afternoon
0,-5,0,afternoon
0,2,0,afternoon
0,6,0,afternoon
0,-2,0,night
0,4,0,afternoon
0,1,0,afternoon
0,1,0,afternoon
0,3,0,afternoon
0,5,0,afternoon
0,0,0,afternoon
0,9,0,afternoon
0,5,0,afternoon
0,1,0,afternoon
0,4,0,afternoon
0,1,0,afternoon
0,6,0,afternoon
0,-2,0,night
0,-3,0,afternoon
0,-5,0,night
0,6,0,afternoon
0,5,0,night
0,2,0,night
0,1,0,night
0,10,0,night
0,-2,0,afternoon
0,0,0,night
0,2,0,afternoon
0,-2,0,night
0,11,0,night
0,1,0,afternoon
0,-2,0,night
0,18,1,afternoon
0,0,0,night
0,1,0,afternoon
0,0,0,afternoon
0,27,1,night
0,1,0,afternoon
0,5,0,night
0,-1,0,afternoon
0,6,0,night
0,5,0,morning
0,2,0,morning
0,0,0,morning
0,0,0,morning
0,14,0,morning
0,3,0,morning
0,-4,0,morning
0,1,0,morning
0,8,0,morning
0,2,0,morning
0,-1,0,morning
0,1,0,morning
0,7,0,morning
0,1,0,morning
0,3,0,morning
0,1,0,morning
0,-3,0,morning
0,4,0,morning
0,2,0,morning
0,9,0,morning
0,9,0,morning
0,0,0,morning
0,0,0,morning
0,0,0,morning
0,5,0,morning
0,10,0,morning
0,7,0,morning
0,5,0,morning
0,1,0,morning
0,-1,0,morning
0,9,0,morning
0,1,0,morning
0,43,1,morning
0,5,0,morning
0,-2,0,morning
0,-2,0,morning
0,10,0,morning
0,6,0,morning
0,10,0,morning
0,-1,0,morning
0,14,0,morning
0,10,0,morning
0,2,0,morning
0,4,0,morning
0,1,0,morning
0,9,0,morning
0,5,0,morning
0,-4,0,morning
0,2,0,morning
0,5,0,morning
0,2,0,morning
0,1,0,morning
0,-4,0,afternoon
0,1,0,morning
0,-2,0,morning
0,-3,0,morning
0,10,0,morning
0,5,0,morning
0,6,0,morning
0,1,0,morning
0,3,0,morning
0,0,0,morning
0,-2,0,morning
0,-3,0,morning
0,1,0,morning
0,-2,0,morning
0,3,0,morning
0,3,0,morning
0,0,0,morning
0,10,0,morning
0,4,0,morning
0,5,0,morning
0,-1,0,afternoon
0,53,1,afternoon
0,1,0,afternoon
0,6,0,afternoon
0,2,0,night
0,135,1,afternoon
0,2,0,afternoon
0,6,0,afternoon
0,16,1,afternoon
0,2,0,night
0,1,0,afternoon
0,15,0,afternoon
0,-1,0,afternoon
0,4,0,afternoon
0,7,0,night
0,-2,0,afternoon
0,0,0,afternoon
0,2,0,afternoon
0,1,0,afternoon
0,3,0,night
0,-1,0,afternoon
0,4,0,afternoon
0,10,0,night
0,0,0,night
0,0,0,night
0,2,0,night
0,0,0,afternoon
0,6,0,afternoon
0,-1,0,afternoon
0,8,0,afternoon
0,1,0,afternoon
0,0,0,afternoon
0,10,0,afternoon
0,0,0,afternoon
0,-1,0,afternoon
0,20,1,afternoon
0,3,0,afternoon
0,14,0,afternoon
0,-1,0,afternoon
0,-2,0,afternoon
0,4,0,afternoon
0,8,0,afternoon
0,7,0,afternoon
0,-1,0,afternoon
0,2,0,afternoon
0,3,0,afternoon
0,4,0,afternoon
0,-1,0,afternoon
0,8,0,afternoon
0,24,1,afternoon
0,8,0,afternoon
0,-2,0,afternoon
0,-3,0,afternoon
0,11,0,night
0,4,0,night
0,-1,0,night
0,16,1,night
0,10,0,night
0,0,0,night
0,62,1,night
0,8,0,night
0,1,0,night
0,2,0,night
0,-4,0,night
0,12,0,night
0,2,0,night
0,-6,0,night
0,-3,0,night
0,7,0,night
0,17,1,night
0,-2,0,night
0,-1,0,night
0,0,0,night
0,24,1,night
0,1,0,morning
0,-1,0,morning
0,0,0,morning
0,-4,0,morning
0,5,0,morning
0,0,0,morning
0,8,0,morning
0,5,0,morning
0,-3,0,morning
0,9,0,afternoon
0,-5,0,night
0,7,0,morning
0,0,0,night
0,9,0,afternoon
0,16,1,night
0,15,0,morning
0,55,1,morning
0,-1,0,afternoon
0,-4,0,night
0,-1,0,morning
0,1,0,morning
0,2,0,afternoon
0,14,0,night
0,3,0,morning
0,11,0,morning
0,3,0,afternoon
0,2,0,night
0,17,1,night
0,0,0,afternoon
0,0,0,night
0,12,0,night
0,-1,0,night
0,3,0,night
0,3,0,night
0,14,0,night
0,-5,0,night
0,2,0,morning
0,6,0,night
0,5,0,night
0,-4,0,night
0,0,0,morning
0,2,0,night
0,2,0,night
0,35,1,night
0,6,0,night
0,0,0,night
0,-4,0,morning
0,4,0,morning
0,-2,0,morning
0,24,1,morning
0,-1,0,morning
0,4,0,morning
0,-1,0,morning
0,1,0,morning
0,0,0,morning
0,18,1,morning
0,6,0,morning
0,-2,0,morning
0,-5,0,morning
0,-2,0,morning
0,0,0,morning
0,-3,0,morning
0,2,0,morning
0,13,0,morning
0,4,0,morning
0,-1,0,morning
0,2,0,morning
0,-2,0,morning
0,6,0,morning
0,1,0,morning
0,2,0,morning
0,6,0,morning
0,0,0,morning
0,2,0,morning
0,1,0,morning
0,21,1,morning
0,23,1,morning
0,5,0,morning
0,-2,0,morning
0,5,0,morning
0,8,0,morning
0,5,0,morning
0,9,0,morning
0,5,0,morning
0,-1,0,morning
0,-1,0,morning
0,24,1,morning
0,1,0,morning
0,-3,0,morning
0,-3,0,morning
0,1,0,morning
0,16,1,morning
0,0,0,morning
0,-4,0,morning
0,21,1,morning
0,-1,0,morning
0,-1,0,morning
0,-1,0,morning
0,5,0,morning
0,8,0,morning
0,-2,0,morning
0,1,0,morning
0,-3,0,morning
0,6,0,morning
0,-1,0,afternoon
0,7,0,afternoon
0,-7,0,afternoon
0,-1,0,afternoon
0,-3,0,afternoon
0,-4,0,afternoon
0,14,0,afternoon
0,45,1,afternoon
0,2,0,afternoon
0,5,0,afternoon
0,17,1,afternoon
0,-1,0,afternoon
0,4,0,afternoon
0,1,0,afternoon
0,-1,0,afternoon
0,10,0,afternoon
0,-6,0,afternoon
0,3,0,afternoon
0,-2,0,afternoon
0,-4,0,afternoon
0,-3,0,afternoon
0,-2,0,afternoon
0,-3,0,afternoon
0,7,0,afternoon
0,8,0,afternoon
0,0,0,afternoon
0,-4,0,afternoon
0,0,0,afternoon
0,3,0,afternoon
0,5,0,afternoon
0,8,0,afternoon
0,-2,0,afternoon
0,10,0,afternoon
0,1,0,afternoon
0,2,0,afternoon
0,-2,0,afternoon
0,-3,0,afternoon
0,5,0,afternoon
0,7,0,afternoon
0,-2,0,afternoon
0,-3,0,afternoon
0,0,0,afternoon
0,4,0,afternoon
0,0,0,afternoon
0,-1,0,afternoon
0,-3,0,afternoon
0,0,0,afternoon
0,-6,0,afternoon
0,2,0,afternoon
0,-7,0,afternoon
0,2,0,afternoon
0,-2,0,afternoon
0,-4,0,afternoon
0,-2,0,afternoon
0,-8,0,afternoon
0,7,0,afternoon
0,-1,0,afternoon
0,-1,0,afternoon
0,2,0,afternoon
0,-3,0,afternoon
0,-5,0,afternoon
0,-4,0,afternoon
0,2,0,afternoon
0,1,0,afternoon
0,-1,0,afternoon
0,-1,0,afternoon
0,-3,0,afternoon
0,15,0,afternoon
0,2,0,afternoon
0,-1,0,afternoon
0,5,0,afternoon
0,-2,0,afternoon
0,-2,0,afternoon
0,0,0,afternoon
0,-1,0,afternoon
0,6,0,afternoon
0,60,1,afternoon
0,1,0,afternoon
0,18,1,afternoon
0,4,0,afternoon
0,1,0,afternoon
0,-4,0,afternoon
0,-2,0,afternoon
0,-1,0,afternoon
0,-1,0,afternoon
0,-4,0,afternoon
0,-2,0,afternoon
0,0,0,afternoon
0,1,0,afternoon
0,4,0,afternoon
0,-3,0,afternoon
0,-2,0,afternoon
0,-5,0,afternoon
0,-1,0,afternoon
0,3,0,afternoon
0,-1,0,afternoon
0,1,0,afternoon
0,-1,0,afternoon
0,13,0,afternoon
0,1,0,afternoon
0,0,0,afternoon
0,-3,0,afternoon
0,1,0,afternoon
0,10,0,afternoon
0,0,0,afternoon
0,20,1,afternoon
0,-3,0,afternoon
0,7,0,afternoon
0,-3,0,afternoon
0,-4,0,afternoon
0,3,0,afternoon
0,8,0,afternoon
0,-1,0,afternoon
0,3,0,afternoon
0,5,0,afternoon
0,2,0,afternoon
0,13,0,afternoon
0,-2,0,afternoon
0,4,0,afternoon
0,1,0,afternoon
0,5,0,afternoon
0,7,0,afternoon
0,4,0,afternoon
0,11,0,afternoon
0,14,0,afternoon
0,8,0,afternoon
0,-1,0,afternoon
0,15,0,afternoon
0,0,0,afternoon
0,8,0,afternoon
0,2,0,afternoon
0,-4,0,afternoon
0,0,0,afternoon
0,-2,0,afternoon
0,28,1,morning
0,1,0,morning
0,0,0,morning
0,5,0,morning
0,0,0,morning
0,-2,0,morning
0,7,0,morning
0,0,0,morning
0,1,0,morning
0,2,0,morning
0,4,0,morning
0,10,0,morning
0,18,1,morning
0,0,0,morning
0,0,0,morning
0,-3,0,morning
0,2,0,morning
0,0,0,morning
0,0,0,morning
0,12,0,morning
0,6,0,morning
0,1,0,morning
0,12,0,morning
