index,period_day,DIANOM-I,DIA-I,Month-I,high_season,TIPOVUELO,Emp-I,Des-I,delay_15
17667,night,Friday,14,04,0,I,CMP,MPTO,0
17668,night,Saturday,15,04,0,I,CMP,MPTO,0
17669,night,Sunday,16,04,0,I,CMP,MPTO,0
17670,night,Monday,17,04,0,I,CMP,MPTO,0
17671,night,Tuesday,18,04,0,I,CMP,MPTO,0
17672,night,Wednesday,19,04,0,I,CMP,MPTO,0
17673,night,Friday,21,04,0,I,CMP,MPTO,0
17677,night,Tuesday,25,04,0,I,CMP,MPTO,0
17678,night,Wednesday,26,04,0,I,CMP,MPTO,0
17679,night,Thursday,27,04,0,I,CMP,MPTO,0
17680,night,Friday,28,04,0,I,CMP,MPTO,0
17681,night,Saturday,29,04,0,I,CMP,MPTO,0
17682,night,Sunday,30,04,0,I,CMP,MPTO,0
17683,night,Saturday,1,04,0,I,CMP,MPTO,0
17684,night,Sunday,2,04,0,I,CMP,MPTO,0
17685,night,Monday,3,04,0,I,CMP,MPTO,0
17686,night,Tuesday,4,04,0,I,CMP,MPTO,0
17687,night,Wednesday,5,04,0,I,CMP,MPTO,0
17689,night,Friday,7,04,0,I,CMP,MPTO,0
17691,night,Sunday,9,04,0,I,CMP,MPTO,0
17692,night,Monday,10,04,0,I,CMP,MPTO,0
17693,night,Tuesday,11,04,0,I,CMP,MPTO,0
17694,night,Wednesday,12,04,0,I,CMP,MPTO,0
17695,night,Thursday,13,04,0,I,CMP,MPTO,0
17696,night,Friday,14,04,0,I,CMP,MPTO,0
17697,night,Saturday,15,04,0,I,CMP,MPTO,0
17699,night,Monday,17,04,0,I,CMP,MPTO,0
17700,night,Tuesday,18,04,0,I,CMP,MPTO,0
17702,night,Thursday,20,04,0,I,CMP,MPTO,0
17704,night,Saturday,22,04,0,I,CMP,MPTO,0
17706,night,Monday,24,04,0,I,CMP,MPTO,0
17707,night,Tuesday,25,04,0,I,CMP,MPTO,0
17710,night,Friday,28,04,0,I,CMP,MPTO,0
17711,night,Saturday,29,04,0,I,CMP,MPTO,0
17712,night,Sunday,30,04,0,I,CMP,MPTO,0
17713,night,Saturday,1,04,0,I,CMP,MPTO,0
17714,night,Sunday,2,04,0,I,CMP,MPTO,0
17715,night,Monday,3,04,0,I,CMP,MPTO,0
17717,night,Thursday,6,04,0,I,CMP,MPTO,0
17718,night,Friday,7,04,0,I,CMP,MPTO,0
17719,night,Saturday,8,04,0,I,CMP,MPTO,0
17721,night,Monday,10,04,0,I,CMP,MPTO,0
17722,night,Tuesday,11,04,0,I,CMP,MPTO,0
17723,night,Wednesday,12,04,0,I,CMP,MPTO,0
17724,night,Thursday,13,04,0,I,CMP,MPTO,0
17725,night,Sunday,16,04,0,I,CMP,MPTO,0
17726,night,Monday,17,04,0,I,CMP,MPTO,0
17728,night,Wednesday,19,04,0,I,CMP,MPTO,0
17729,night,Thursday,20,04,0,I,CMP,MPTO,0
17730,night,Friday,21,04,0,I,CMP,MPTO,0
17731,night,Saturday,22,04,0,I,CMP,MPTO,0
17732,night,Sunday,23,04,0,I,CMP,MPTO,0
17734,night,Tuesday,25,04,0,I,CMP,MPTO,0
17735,night,Wednesday,26,04,0,I,CMP,MPTO,0
17737,night,Friday,28,04,0,I,CMP,MPTO,0
17738,night,Saturday,29,04,0,I,CMP,MPTO,0
17739,night,Sunday,30,04,0,I,CMP,MPTO,0
17740,night,Saturday,1,04,0,I,DAL,KATL,0
17741,night,Sunday,2,04,0,I,DAL,KATL,0
17742,night,Monday,3,04,0,I,DAL,KATL,0
17743,night,Tuesday,4,04,0,I,DAL,KATL,0
17744,night,Wednesday,5,04,0,I,DAL,KATL,0
17745,night,Thursday,6,04,0,I,DAL,KATL,0
17746,night,Friday,7,04,0,I,DAL,KATL,0
17747,night,Saturday,8,04,0,I,DAL,KATL,0
17748,night,Sunday,9,04,0,I,DAL,KATL,0
17750,night,Tuesday,11,04,0,I,DAL,KATL,0
17751,night,Wednesday,12,04,0,I,DAL,KATL,0
17752,night,Thursday,13,04,0,I,DAL,KATL,0
17753,night,Friday,14,04,0,I,DAL,KATL,0
17754,night,Saturday,15,04,0,I,DAL,KATL,0
17755,night,Sunday,16,04,0,I,DAL,KATL,0
17756,night,Monday,17,04,0,I,DAL,KATL,0
17757,night,Tuesday,18,04,0,I,DAL,KATL,0
17758,night,Wednesday,19,04,0,I,DAL,KATL,0
17759,night,Thursday,20,04,0,I,DAL,KATL,0
17760,night,Friday,21,04,0,I,DAL,KATL,0
17761,night,Saturday,22,04,0,I,DAL,KATL,0
17762,night,Sunday,23,04,0,I,DAL,KATL,0
17763,night,Monday,24,04,0,I,DAL,KATL,0
17764,night,Tuesday,25,04,0,I,DAL,KATL,0
17765,night,Wednesday,26,04,0,I,DAL,KATL,0
17766,night,Thursday,27,04,0,I,DAL,KATL,0
17767,night,Friday,28,04,0,I,DAL,KATL,0
17769,night,Sunday,30,04,0,I,DAL,KATL,0
17770,morning,Saturday,1,04,0,I,GLO,SBGR,0
17771,morning,Sunday,2,04,0,I,GLO,SBGR,0
17774,morning,Thursday,6,04,0,I,GLO,SBGR,0
17776,morning,Saturday,8,04,0,I,GLO,SBGR,0
17777,morning,Sunday,9,04,0,I,GLO,SBGR,0
17778,morning,Monday,10,04,0,I,GLO,SBGR,0
17779,morning,Friday,14,04,0,I,GLO,SBGR,0
17780,morning,Sunday,16,04,0,I,GLO,SBGR,0
17781,morning,Monday,17,04,0,I,GLO,SBGR,0
17783,morning,Friday,21,04,0,I,GLO,SBGR,0
17786,morning,Monday,24,04,0,I,GLO,SBGR,0
17787,morning,Thursday,27,04,0,I,GLO,SBGR,0
17789,morning,Sunday,30,04,0,I,GLO,SBGR,0
17797,afternoon,Saturday,8,04,0,I,GLO,SBGR,0
17800,afternoon,Tuesday,11,04,0,I,GLO,SBGR,0
17807,afternoon,Tuesday,18,04,0,I,GLO,SBGR,0
17808,afternoon,Wednesday,19,04,0,I,GLO,SBGR,0
17810,afternoon,Friday,21,04,0,I,GLO,SBGR,0
17812,afternoon,Sunday,23,04,0,I,GLO,SBGR,0
17819,afternoon,Sunday,30,04,0,I,GLO,SBGR,0
17820,afternoon,Saturday,1,04,0,I,IBE,LEMD,0
17821,afternoon,Sunday,2,04,0,I,IBE,LEMD,0
17822,afternoon,Monday,3,04,0,I,IBE,LEMD,0
17824,afternoon,Wednesday,5,04,0,I,IBE,LEMD,0
17825,afternoon,Thursday,6,04,0,I,IBE,LEMD,0
17826,afternoon,Friday,7,04,0,I,IBE,LEMD,0
17827,afternoon,Saturday,8,04,0,I,IBE,LEMD,0
17830,afternoon,Tuesday,11,04,0,I,IBE,LEMD,0
17831,afternoon,Wednesday,12,04,0,I,IBE,LEMD,0
17832,afternoon,Thursday,13,04,0,I,IBE,LEMD,0
17833,afternoon,Friday,14,04,0,I,IBE,LEMD,0
17834,afternoon,Saturday,15,04,0,I,IBE,LEMD,0
17835,afternoon,Sunday,16,04,0,I,IBE,LEMD,0
17837,afternoon,Tuesday,18,04,0,I,IBE,LEMD,0
17838,afternoon,Wednesday,19,04,0,I,IBE,LEMD,0
17839,afternoon,Thursday,20,04,0,I,IBE,LEMD,0
17840,afternoon,Friday,21,04,0,I,IBE,LEMD,0
17841,afternoon,Saturday,22,04,0,I,IBE,LEMD,0
17842,afternoon,Sunday,23,04,0,I,IBE,LEMD,0
17843,afternoon,Monday,24,04,0,I,IBE,LEMD,0
17845,afternoon,Wednesday,26,04,0,I,IBE,LEMD,0
17847,afternoon,Friday,28,04,0,I,IBE,LEMD,0
17848,afternoon,Saturday,29,04,0,I,IBE,LEMD,0
17849,afternoon,Sunday,30,04,0,I,IBE,LEMD,0
17851,morning,Monday,3,04,0,I,KLM,SAEZ,0
17852,morning,Tuesday,4,04,0,I,KLM,SAEZ,0
17856,morning,Monday,10,04,0,I,KLM,SAEZ,0
17857,morning,Tuesday,11,04,0,I,KLM,SAEZ,0
17858,morning,Wednesday,12,04,0,I,KLM,SAEZ,0
17859,morning,Thursday,13,04,0,I,KLM,SAEZ,0
17863,morning,Wednesday,19,04,0,I,KLM,SAEZ,0
17864,morning,Thursday,20,04,0,I,KLM,SAEZ,0
17865,morning,Saturday,22,04,0,I,KLM,SAEZ,0
17868,morning,Wednesday,26,04,0,I,KLM,SAEZ,0
17875,afternoon,Sunday,9,04,0,I,QFU,YSSY,0
17878,afternoon,Friday,14,04,0,I,QFU,YSSY,0
17879,afternoon,Sunday,16,04,0,I,QFU,YSSY,0
17880,afternoon,Tuesday,18,04,0,I,QFU,YSSY,0
17882,afternoon,Friday,21,04,0,I,QFU,YSSY,0
17883,afternoon,Sunday,23,04,0,I,QFU,YSSY,0
17884,afternoon,Tuesday,25,04,0,I,QFU,YSSY,0
17886,afternoon,Friday,28,04,0,I,QFU,YSSY,0
17888,morning,Sunday,2,04,0,I,AVA,SPJC,0
17889,morning,Tuesday,4,04,0,I,AVA,SPJC,0
17890,morning,Wednesday,5,04,0,I,AVA,SPJC,0
17891,morning,Thursday,6,04,0,I,AVA,SPJC,0
17893,morning,Saturday,8,04,0,I,AVA,SPJC,0
17894,morning,Sunday,9,04,0,I,AVA,SPJC,0
17895,morning,Monday,10,04,0,I,AVA,SPJC,0
17896,morning,Tuesday,11,04,0,I,AVA,SPJC,0
17897,morning,Wednesday,12,04,0,I,AVA,SPJC,0
17898,morning,Thursday,13,04,0,I,AVA,SPJC,0
17899,morning,Friday,14,04,0,I,AVA,SPJC,0
17900,morning,Saturday,15,04,0,I,AVA,SPJC,0
17901,morning,Sunday,16,04,0,I,AVA,SPJC,0
17902,morning,Monday,17,04,0,I,AVA,SPJC,0
17903,morning,Tuesday,18,04,0,I,AVA,SPJC,0
17904,morning,Wednesday,19,04,0,I,AVA,SPJC,0
17905,morning,Thursday,20,04,0,I,AVA,SPJC,0
17906,morning,Friday,21,04,0,I,AVA,SPJC,0
17909,morning,Monday,24,04,0,I,AVA,SPJC,0
17910,morning,Tuesday,25,04,0,I,AVA,SPJC,0
17912,morning,Thursday,27,04,0,I,AVA,SPJC,0
17913,morning,Friday,28,04,0,I,AVA,SPJC,0
17917,night,Sunday,2,04,0,I,UAL,KIAH,0
17918,night,Monday,3,04,0,I,UAL,KIAH,0
17919,night,Tuesday,4,04,0,I,UAL,KIAH,0
17921,night,Thursday,6,04,0,I,UAL,KIAH,0
17922,night,Friday,7,04,0,I,UAL,KIAH,0
17923,night,Saturday,8,04,0,I,UAL,KIAH,0
17924,night,Sunday,9,04,0,I,UAL,KIAH,0
17925,night,Monday,10,04,0,I,UAL,KIAH,0
17926,night,Tuesday,11,04,0,I,UAL,KIAH,0
17927,night,Wednesday,12,04,0,I,UAL,KIAH,0
17928,night,Thursday,13,04,0,I,UAL,KIAH,0
17929,night,Friday,14,04,0,I,UAL,KIAH,0
17930,night,Saturday,15,04,0,I,UAL,KIAH,0
17931,night,Sunday,16,04,0,I,UAL,KIAH,0
17932,night,Monday,17,04,0,I,UAL,KIAH,0
17933,night,Wednesday,19,04,0,I,UAL,KIAH,0
17934,night,Thursday,20,04,0,I,UAL,KIAH,0
17935,night,Friday,21,04,0,I,UAL,KIAH,0
17936,night,Saturday,22,04,0,I,UAL,KIAH,0
17937,night,Sunday,23,04,0,I,UAL,KIAH,0
17939,night,Wednesday,26,04,0,I,UAL,KIAH,0
17940,night,Thursday,27,04,0,I,UAL,KIAH,0
17942,night,Saturday,29,04,0,I,UAL,KIAH,0
17943,night,Sunday,30,04,0,I,UAL,KIAH,0
17945,afternoon,Tuesday,4,04,0,I,LAP,SGAS,0
17946,afternoon,Wednesday,5,04,0,I,LAP,SGAS,0
17947,afternoon,Thursday,6,04,0,I,LAP,SGAS,0
17948,afternoon,Monday,10,04,0,I,LAP,SGAS,0
17949,afternoon,Tuesday,11,04,0,I,LAP,SGAS,0
17951,afternoon,Thursday,13,04,0,I,LAP,SGAS,0
17953,afternoon,Tuesday,18,04,0,I,LAP,SGAS,0
17954,afternoon,Wednesday,19,04,0,I,LAP,SGAS,0
17955,afternoon,Thursday,20,04,0,I,LAP,SGAS,0
17957,afternoon,Tuesday,25,04,0,I,LAP,SGAS,0
17960,afternoon,Tuesday,4,04,0,I,TAM,SBGL,0
17961,afternoon,Friday,7,04,0,I,TAM,SBGL,0
17962,afternoon,Tuesday,11,04,0,I,TAM,SBGL,0
17963,afternoon,Friday,14,04,0,I,TAM,SBGL,0
17965,afternoon,Friday,21,04,0,I,TAM,SBGL,0
17968,afternoon,Saturday,1,04,0,I,TAM,SBGR,0
17970,afternoon,Monday,3,04,0,I,TAM,SBGR,0
17971,afternoon,Tuesday,4,04,0,I,TAM,SBGR,0
17973,afternoon,Thursday,6,04,0,I,TAM,SBGR,0
17974,afternoon,Friday,7,04,0,I,TAM,SBGR,0
17976,afternoon,Sunday,9,04,0,I,TAM,SBGR,0
17977,afternoon,Monday,10,04,0,I,TAM,SBGR,0
17978,afternoon,Tuesday,11,04,0,I,TAM,SBGR,0
17979,afternoon,Wednesday,12,04,0,I,TAM,SBGR,0
17981,afternoon,Friday,14,04,0,I,TAM,SBGR,0
17982,afternoon,Saturday,15,04,0,I,TAM,SBGR,0
17990,afternoon,Sunday,23,04,0,I,TAM,SBGR,0
17991,afternoon,Monday,24,04,0,I,TAM,SBGR,0
17992,afternoon,Tuesday,25,04,0,I,TAM,SBGR,0
17993,afternoon,Wednesday,26,04,0,I,TAM,SBGR,0
17994,afternoon,Thursday,27,04,0,I,TAM,SBGR,0
17997,afternoon,Sunday,30,04,0,I,TAM,SBGR,0
17998,morning,Saturday,1,04,0,I,TAM,SBGR,0
18000,morning,Monday,3,04,0,I,TAM,SBGR,0
18001,morning,Wednesday,5,04,0,I,TAM,SBGR,0
18002,morning,Thursday,6,04,0,I,TAM,SBGR,0
18004,morning,Saturday,8,04,0,I,TAM,SBGR,0
18005,morning,Sunday,9,04,0,I,TAM,SBGR,0
18006,morning,Monday,10,04,0,I,TAM,SBGR,0
18007,morning,Tuesday,11,04,0,I,TAM,SBGR,0
18009,morning,Thursday,13,04,0,I,TAM,SBGR,0
18010,morning,Friday,14,04,0,I,TAM,SBGR,0
18011,morning,Saturday,15,04,0,I,TAM,SBGR,0
18012,morning,Sunday,16,04,0,I,TAM,SBGR,0
18013,morning,Monday,17,04,0,I,TAM,SBGR,0
18015,morning,Wednesday,19,04,0,I,TAM,SBGR,0
18016,morning,Thursday,20,04,0,I,TAM,SBGR,0
18020,morning,Monday,24,04,0,I,TAM,SBGR,0
18021,morning,Tuesday,25,04,0,I,TAM,SBGR,0
18022,morning,Wednesday,26,04,0,I,TAM,SBGR,0
18023,morning,Thursday,27,04,0,I,TAM,SBGR,0
18024,morning,Friday,28,04,0,I,TAM,SBGR,0
18025,morning,Saturday,29,04,0,I,TAM,SBGR,0
18026,morning,Sunday,30,04,0,I,TAM,SBGR,0
18031,night,Wednesday,5,04,0,I,TAM,SBGR,0
18034,night,Saturday,8,04,0,I,TAM,SBGR,0
18035,night,Sunday,9,04,0,I,TAM,SBGR,0
18038,night,Wednesday,12,04,0,I,TAM,SBGR,0
18039,night,Saturday,15,04,0,I,TAM,SBGR,0
18040,night,Monday,17,04,0,I,TAM,SBGR,0
18044,night,Friday,21,04,0,I,TAM,SBGR,0
18045,night,Saturday,22,04,0,I,TAM,SBGR,0
18047,night,Monday,24,04,0,I,TAM,SBGR,0
18048,night,Tuesday,25,04,0,I,TAM,SBGR,0
18052,night,Saturday,29,04,0,I,TAM,SBGR,0
18055,afternoon,Sunday,2,04,0,I,TAM,SBGL,0
18056,afternoon,Monday,3,04,0,I,TAM,SBGL,0
18057,afternoon,Wednesday,5,04,0,I,TAM,SBGL,0
18060,afternoon,Sunday,9,04,0,I,TAM,SBGL,0
18061,afternoon,Monday,10,04,0,I,TAM,SBGL,0
18063,afternoon,Thursday,13,04,0,I,TAM,SBGL,0
18064,afternoon,Saturday,15,04,0,I,TAM,SBGL,0
18065,afternoon,Sunday,16,04,0,I,TAM,SBGL,0
18066,afternoon,Monday,17,04,0,I,TAM,SBGL,0
18067,afternoon,Wednesday,19,04,0,I,TAM,SBGL,0
18069,afternoon,Saturday,22,04,0,I,TAM,SBGL,0
18070,afternoon,Sunday,23,04,0,I,TAM,SBGL,0
18071,afternoon,Monday,24,04,0,I,TAM,SBGL,0
18072,afternoon,Wednesday,26,04,0,I,TAM,SBGL,0
18073,afternoon,Thursday,27,04,0,I,TAM,SBGL,0
18075,afternoon,Sunday,30,04,0,I,TAM,SBGL,0
18076,morning,Saturday,1,04,0,I,TAM,SBGL,0
18079,morning,Tuesday,4,04,0,I,TAM,SBGL,0
18080,morning,Wednesday,5,04,0,I,TAM,SBGL,0
18083,morning,Saturday,8,04,0,I,TAM,SBGL,0
18085,morning,Monday,10,04,0,I,TAM,SBGL,0
18086,morning,Tuesday,11,04,0,I,TAM,SBGL,0
18087,morning,Wednesday,12,04,0,I,TAM,SBGL,0
18088,morning,Thursday,13,04,0,I,TAM,SBGL,0
18089,morning,Friday,14,04,0,I,TAM,SBGL,0
18090,morning,Saturday,15,04,0,I,TAM,SBGL,0
18091,morning,Sunday,16,04,0,I,TAM,SBGL,0
18092,morning,Monday,17,04,0,I,TAM,SBGL,0
18094,morning,Wednesday,19,04,0,I,TAM,SBGL,0
18096,morning,Friday,21,04,0,I,TAM,SBGL,0
18097,morning,Saturday,22,04,0,I,TAM,SBGL,0
18099,morning,Monday,24,04,0,I,TAM,SBGL,0
18100,morning,Tuesday,25,04,0,I,TAM,SBGL,0
18101,morning,Wednesday,26,04,0,I,TAM,SBGL,0
18102,morning,Thursday,27,04,0,I,TAM,SBGL,0
18104,morning,Sunday,30,04,0,I,TAM,SBGL,0
18105,afternoon,Saturday,1,04,0,I,TAM,SBGL,0
18109,afternoon,Wednesday,5,04,0,I,TAM,SBGL,0
18117,afternoon,Thursday,13,04,0,I,TAM,SBGL,0
18119,afternoon,Saturday,15,04,0,I,TAM,SBGL,0
18120,afternoon,Sunday,16,04,0,I,TAM,SBGL,0
18123,afternoon,Wednesday,19,04,0,I,TAM,SBGL,0
18124,afternoon,Thursday,20,04,0,I,TAM,SBGL,0
18127,afternoon,Sunday,23,04,0,I,TAM,SBGL,0
18132,afternoon,Saturday,29,04,0,I,TAM,SBGL,0
18133,afternoon,Sunday,30,04,0,I,TAM,SBGL,0
18136,morning,Monday,3,04,0,I,TAM,SBGR,0
18138,morning,Wednesday,5,04,0,I,TAM,SBGR,0
18142,morning,Sunday,9,04,0,I,TAM,SBGR,0
18143,morning,Monday,10,04,0,I,TAM,SBGR,0
18144,morning,Tuesday,11,04,0,I,TAM,SBGR,0
18145,morning,Wednesday,12,04,0,I,TAM,SBGR,0
18147,morning,Friday,14,04,0,I,TAM,SBGR,0
18148,morning,Saturday,15,04,0,I,TAM,SBGR,0
18150,morning,Monday,17,04,0,I,TAM,SBGR,0
18152,morning,Wednesday,19,04,0,I,TAM,SBGR,0
18153,morning,Thursday,20,04,0,I,TAM,SBGR,0
18154,morning,Friday,21,04,0,I,TAM,SBGR,0
18156,morning,Sunday,23,04,0,I,TAM,SBGR,0
18157,morning,Monday,24,04,0,I,TAM,SBGR,0
18158,morning,Tuesday,25,04,0,I,TAM,SBGR,0
18160,morning,Thursday,27,04,0,I,TAM,SBGR,0
18162,morning,Saturday,29,04,0,I,TAM,SBGR,0
18163,morning,Sunday,30,04,0,I,TAM,SBGR,0
18164,afternoon,Friday,14,04,0,I,TAM,SBGL,0
18165,morning,Saturday,1,04,0,N,SKU,SCTE,0
18166,morning,Sunday,2,04,0,N,SKU,SCTE,0
18168,morning,Tuesday,4,04,0,N,SKU,SCTE,0
18170,morning,Thursday,6,04,0,N,SKU,SCTE,0
18171,morning,Friday,7,04,0,N,SKU,SCTE,0
18172,morning,Saturday,8,04,0,N,SKU,SCTE,0
18173,morning,Sunday,9,04,0,N,SKU,SCTE,0
18174,morning,Monday,10,04,0,N,SKU,SCTE,0
18177,morning,Thursday,13,04,0,N,SKU,SCTE,0
18178,morning,Friday,14,04,0,N,SKU,SCTE,0
18179,morning,Saturday,15,04,0,N,SKU,SCTE,0
18180,morning,Sunday,16,04,0,N,SKU,SCTE,0
18181,morning,Monday,17,04,0,N,SKU,SCTE,0
18182,morning,Tuesday,18,04,0,N,SKU,SCTE,0
18184,morning,Thursday,20,04,0,N,SKU,SCTE,0
18185,morning,Friday,21,04,0,N,SKU,SCTE,0
18186,morning,Saturday,22,04,0,N,SKU,SCTE,0
18187,morning,Sunday,23,04,0,N,SKU,SCTE,0
18191,morning,Thursday,27,04,0,N,SKU,SCTE,0
18192,morning,Friday,28,04,0,N,SKU,SCTE,0
18193,morning,Saturday,29,04,0,N,SKU,SCTE,0
18194,morning,Sunday,30,04,0,N,SKU,SCTE,0
18195,morning,Saturday,1,04,0,N,SKU,SCCI,0
18196,morning,Sunday,2,04,0,N,SKU,SCCI,0
18198,morning,Tuesday,4,04,0,N,SKU,SCCI,0
18199,morning,Wednesday,5,04,0,N,SKU,SCCI,0
18201,morning,Friday,7,04,0,N,SKU,SCCI,0
18202,morning,Saturday,8,04,0,N,SKU,SCCI,0
18204,morning,Monday,10,04,0,N,SKU,SCCI,0
18205,morning,Tuesday,11,04,0,N,SKU,SCCI,0
18208,morning,Friday,14,04,0,N,SKU,SCCI,0
18209,morning,Saturday,15,04,0,N,SKU,SCCI,0
18210,morning,Sunday,16,04,0,N,SKU,SCCI,0
18212,morning,Tuesday,18,04,0,N,SKU,SCCI,0
18213,morning,Wednesday,19,04,0,N,SKU,SCCI,0
18214,morning,Thursday,20,04,0,N,SKU,SCCI,0
18216,morning,Saturday,22,04,0,N,SKU,SCCI,0
18217,morning,Sunday,23,04,0,N,SKU,SCCI,0
18219,morning,Tuesday,25,04,0,N,SKU,SCCI,0
18220,morning,Wednesday,26,04,0,N,SKU,SCCI,0
18221,morning,Thursday,27,04,0,N,SKU,SCCI,0
18222,morning,Friday,28,04,0,N,SKU,SCCI,0
18224,morning,Sunday,30,04,0,N,SKU,SCCI,0
18226,morning,Sunday,2,04,0,N,SKU,SCTE,0
18227,morning,Monday,3,04,0,N,SKU,SCTE,0
18228,morning,Tuesday,4,04,0,N,SKU,SCTE,0
18229,morning,Wednesday,5,04,0,N,SKU,SCTE,0
18230,morning,Thursday,6,04,0,N,SKU,SCTE,0
18232,morning,Saturday,8,04,0,N,SKU,SCTE,0
18233,morning,Sunday,9,04,0,N,SKU,SCTE,0
18235,morning,Tuesday,11,04,0,N,SKU,SCTE,0
18236,morning,Wednesday,12,04,0,N,SKU,SCTE,0
18237,morning,Thursday,13,04,0,N,SKU,SCTE,0
18239,morning,Sunday,16,04,0,N,SKU,SCTE,0
18241,morning,Tuesday,18,04,0,N,SKU,SCTE,0
18242,morning,Wednesday,19,04,0,N,SKU,SCTE,0
18244,morning,Friday,21,04,0,N,SKU,SCTE,0
18245,morning,Saturday,22,04,0,N,SKU,SCTE,0
18248,afternoon,Tuesday,25,04,0,N,SKU,SCTE,0
18249,afternoon,Wednesday,26,04,0,N,SKU,SCTE,0
18250,afternoon,Thursday,27,04,0,N,SKU,SCTE,0
18251,afternoon,Friday,28,04,0,N,SKU,SCTE,0
18252,afternoon,Saturday,29,04,0,N,SKU,SCTE,0
18253,afternoon,Sunday,30,04,0,N,SKU,SCTE,0
18254,afternoon,Saturday,1,04,0,N,SKU,SCTE,0
18256,afternoon,Wednesday,5,04,0,N,SKU,SCTE,0
18257,afternoon,Saturday,8,04,0,N,SKU,SCTE,0
18259,afternoon,Wednesday,12,04,0,N,SKU,SCTE,0
18260,afternoon,Saturday,15,04,0,N,SKU,SCTE,0
18261,afternoon,Tuesday,18,04,0,N,SKU,SCTE,0
18262,afternoon,Wednesday,19,04,0,N,SKU,SCTE,0
18263,afternoon,Saturday,22,04,0,N,SKU,SCTE,0
18265,afternoon,Wednesday,26,04,0,N,SKU,SCTE,0
18266,afternoon,Saturday,29,04,0,N,SKU,SCTE,0
18267,afternoon,Sunday,2,04,0,N,SKU,SCBA,0
18268,afternoon,Sunday,2,04,0,N,SKU,SCTE,0
18270,morning,Thursday,6,04,0,N,SKU,SCTE,0
18271,morning,Friday,7,04,0,N,SKU,SCTE,0
18273,morning,Thursday,13,04,0,N,SKU,SCTE,0
18275,morning,Saturday,15,04,0,N,SKU,SCTE,0
18276,morning,Monday,17,04,0,N,SKU,SCTE,0
18277,morning,Thursday,20,04,0,N,SKU,SCTE,0
18279,morning,Monday,24,04,0,N,SKU,SCTE,0
18280,morning,Thursday,27,04,0,N,SKU,SCTE,0
18281,morning,Friday,28,04,0,N,SKU,SCTE,0
18283,afternoon,Monday,3,04,0,N,SKU,SCTE,0
18284,afternoon,Tuesday,4,04,0,N,SKU,SCTE,0
18286,afternoon,Thursday,6,04,0,N,SKU,SCTE,0
18287,afternoon,Friday,7,04,0,N,SKU,SCTE,0
18292,night,Thursday,13,04,0,N,SKU,SCTE,0
18293,afternoon,Friday,14,04,0,N,SKU,SCTE,0
18294,afternoon,Sunday,16,04,0,N,SKU,SCTE,0
18296,afternoon,Tuesday,18,04,0,N,SKU,SCTE,0
18297,afternoon,Wednesday,19,04,0,N,SKU,SCTE,0
18299,afternoon,Friday,21,04,0,N,SKU,SCTE,0
18300,afternoon,Sunday,23,04,0,N,SKU,SCTE,0
18303,afternoon,Wednesday,26,04,0,N,SKU,SCTE,0
18304,afternoon,Thursday,27,04,0,N,SKU,SCTE,0
18306,afternoon,Sunday,30,04,0,N,SKU,SCTE,0
18307,afternoon,Sunday,2,04,0,N,SKU,SCVD,0
18308,morning,Monday,3,04,0,N,SKU,SCVD,0
18309,morning,Thursday,6,04,0,N,SKU,SCVD,0
18310,morning,Monday,10,04,0,N,SKU,SCVD,0
18311,morning,Thursday,13,04,0,N,SKU,SCVD,0
18313,morning,Sunday,16,04,0,N,SKU,SCVD,0
18314,morning,Monday,17,04,0,N,SKU,SCVD,0
18315,morning,Thursday,20,04,0,N,SKU,SCVD,0
18317,morning,Thursday,27,04,0,N,SKU,SCVD,0
18320,afternoon,Monday,3,04,0,N,SKU,SCVD,0
18321,afternoon,Tuesday,4,04,0,N,SKU,SCVD,0
18322,afternoon,Wednesday,5,04,0,N,SKU,SCVD,0
18323,afternoon,Thursday,6,04,0,N,SKU,SCVD,0
18324,afternoon,Friday,7,04,0,N,SKU,SCVD,0
18325,afternoon,Sunday,9,04,0,N,SKU,SCVD,0
18326,afternoon,Monday,10,04,0,N,SKU,SCVD,0
18328,afternoon,Wednesday,12,04,0,N,SKU,SCVD,0
18329,afternoon,Thursday,13,04,0,N,SKU,SCVD,0
18331,afternoon,Sunday,16,04,0,N,SKU,SCVD,0
18332,afternoon,Monday,17,04,0,N,SKU,SCVD,0
18334,afternoon,Wednesday,19,04,0,N,SKU,SCVD,0
18335,afternoon,Thursday,20,04,0,N,SKU,SCVD,0
18336,afternoon,Friday,21,04,0,N,SKU,SCVD,0
18339,afternoon,Tuesday,25,04,0,N,SKU,SCVD,0
18340,afternoon,Wednesday,26,04,0,N,SKU,SCVD,0
18341,afternoon,Thursday,27,04,0,N,SKU,SCVD,0
18342,afternoon,Friday,28,04,0,N,SKU,SCVD,0
18343,afternoon,Sunday,30,04,0,N,SKU,SCVD,0
18344,morning,Saturday,1,04,0,N,SKU,SCQP,0
18345,morning,Sunday,2,04,0,N,SKU,SCQP,0
18346,morning,Monday,3,04,0,N,SKU,SCQP,0
18347,morning,Tuesday,4,04,0,N,SKU,SCQP,0
18348,morning,Wednesday,5,04,0,N,SKU,SCQP,0
18349,morning,Thursday,6,04,0,N,SKU,SCQP,0
18350,morning,Friday,7,04,0,N,SKU,SCQP,0
18351,morning,Saturday,8,04,0,N,SKU,SCQP,0
18352,morning,Sunday,9,04,0,N,SKU,SCQP,0
